index, u0, u1, Family, u3, u4, u5, u6, u7, MAX LVL, XP Type, sk0, sk1, sk2, idk, HP, MP, ATK, DEF, SPD, INT,Blaze, Fireball, Bang, Infernos, Lightning, Icebolt, Surround, Sleep, Beat, RobMagic, Stopspell, Panic, Sap, Slow, Sacrifice, MegaMagic, FireAir, FrigidAir, PoisonAir, Paralyze, Curse, LureDance, DanceShut, MouthShut, RockThrow, GigaSlash, Geyser
279,71,0,Water,2,0,0,5,2,45,17,78,99,122,1,11,21,16,10,14,19,2,2,1,1,0,1,1,2,0,1,1,1,1,2,1,0,2,0,0,0,1,2,2,2,1,2,2
280,89,0,Water,2,0,0,5,2,50,16,16,47,144,5,23,5,26,24,10,13,2,2,2,2,0,1,1,2,2,1,1,1,0,2,2,0,2,1,1,2,2,1,0,2,1,2,1
281,99,0,Water,2,0,0,5,2,50,25,39,101,151,5,25,20,28,21,14,13,1,1,1,1,0,0,2,2,3,2,2,2,2,2,2,1,2,0,2,2,2,1,2,2,1,1,3
282,118,0,Water,2,0,0,5,2,45,19,27,99,124,1,24,9,25,18,9,20,2,2,2,1,1,0,0,2,1,0,2,1,1,2,2,0,2,0,2,1,1,1,2,2,1,1,3
283,100,0,Water,2,0,0,6,2,55,24,30,101,105,1,25,14,26,23,12,21,2,2,2,2,1,1,1,2,0,2,2,1,1,3,1,1,2,1,2,1,1,1,1,2,1,2,3
284,117,0,Water,2,0,0,4,2,55,21,64,111,115,3,18,23,25,11,10,10,2,2,2,1,1,1,2,2,2,1,1,1,2,3,1,1,3,1,1,2,2,1,1,2,1,0,3
285,106,0,Water,2,0,0,5,2,45,30,33,76,145,1,29,21,23,18,3,10,2,2,1,1,2,1,2,2,3,1,1,1,0,2,2,2,2,1,1,2,2,1,0,2,0,1,3
286,104,0,Water,2,0,0,6,2,50,24,50,72,110,5,24,20,26,10,17,9,3,3,2,2,1,2,2,2,2,1,1,2,2,3,2,1,3,1,2,2,2,2,2,2,2,2,3
287,125,0,Water,2,0,0,6,2,50,26,85,98,103,3,18,9,27,21,21,13,2,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2
288,115,0,Water,2,0,0,5,2,55,21,45,106,126,1,23,18,25,18,16,10,0,2,0,0,0,1,2,2,3,1,1,2,2,3,1,0,0,2,2,2,2,2,2,2,2,1,3
289,119,0,Water,2,0,0,6,2,65,30,13,138,149,3,28,22,23,24,13,9,3,3,3,3,1,1,2,2,3,2,2,2,3,2,2,2,2,1,3,3,3,3,3,2,2,3,3
290,142,0,Water,2,0,0,4,2,35,12,78,137,149,1,17,8,13,22,7,8,2,2,1,1,0,1,0,2,1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,2,1,0,2
291,68,0,Water,2,0,0,6,3,30,5,37,95,118,1,7,19,5,9,9,15,1,1,1,1,0,0,1,2,0,2,0,0,1,0,1,0,1,1,3,1,0,1,0,0,0,0,3
292,142,0,Boss,0,0,0,6,0,50,24,4,59,159,2,20,30,21,20,23,23,1,1,0,0,0,1,3,3,3,2,3,3,3,3,3,0,1,1,3,2,3,3,3,3,0,0,0
293,16,2,Boss,0,0,0,6,0,70,25,64,108,129,2,21,30,24,21,23,21,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,1,1,1
294,88,2,Boss,0,1,0,6,1,80,27,13,63,138,3,22,31,24,22,24,22,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,2,2
295,132,2,Boss,0,0,0,6,0,60,24,4,7,133,0,19,30,20,21,23,23,1,1,1,1,0,1,3,3,3,2,3,3,3,3,3,1,0,0,3,2,3,3,3,3,2,0,1
296,28,2,Boss,0,1,0,6,1,70,25,63,64,68,1,24,30,24,21,23,23,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,0,0,3,3,3,3,3,3,2,1,1
297,68,2,Boss,0,1,0,6,1,80,30,56,72,102,1,25,31,25,17,18,22,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,2,2
298,104,2,Boss,0,0,0,6,0,60,24,7,63,75,0,20,30,20,20,22,21,1,1,1,2,0,2,3,3,3,2,3,3,2,2,3,1,1,1,3,3,3,3,3,3,0,0,1
299,28,2,Boss,0,0,0,6,0,70,25,62,68,131,2,24,30,26,21,23,23,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,1,2
300,132,2,Boss,0,0,0,6,0,80,29,64,103,138,5,26,30,29,22,23,12,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2
301,144,2,Boss,0,0,0,6,0,70,24,63,64,99,3,21,30,26,21,23,23,1,1,1,1,0,2,3,3,3,3,3,3,3,3,3,1,0,0,3,3,3,3,3,3,2,1,1
302,72,2,Boss,0,0,0,6,0,80,29,62,68,131,5,30,30,27,18,24,21,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,2,1,2
303,116,2,Boss,0,0,0,6,0,80,31,99,101,103,5,29,30,26,24,23,23,1,2,2,2,0,1,3,3,3,3,3,3,2,2,3,1,2,1,3,2,3,3,3,3,1,1,1
304,88,2,Boss,0,0,0,6,0,70,30,1,7,13,2,21,30,26,21,23,23,2,2,2,1,2,2,3,3,3,2,3,3,3,3,3,1,1,2,3,2,3,3,3,3,1,1,1
305,80,2,Boss,0,0,0,6,0,80,31,64,131,137,2,29,30,26,21,23,23,2,2,2,0,0,0,3,3,3,3,3,3,2,2,3,1,3,1,3,3,3,3,3,3,1,1,2
306,96,2,Boss,0,0,0,6,0,60,28,64,68,115,2,21,30,26,24,23,23,0,0,0,3,0,1,3,3,3,2,3,3,2,3,3,0,3,3,3,2,3,3,3,3,0,0,1
307,56,2,Boss,0,1,0,6,1,60,27,62,63,133,2,21,30,26,21,23,23,1,2,2,1,1,2,3,3,3,2,3,3,3,3,3,1,1,2,3,2,3,3,3,3,1,0,2
308,72,2,Boss,0,0,0,6,0,70,29,64,111,130,3,24,30,26,21,23,23,2,2,2,2,1,2,3,3,3,3,3,3,2,2,3,1,1,2,3,2,3,3,3,3,2,1,3
309,108,2,Boss,0,1,0,6,1,80,31,62,131,138,1,29,30,30,24,23,23,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,2,3
310,192,2,Boss,0,0,0,6,0,80,30,13,64,68,2,31,30,31,24,23,23,2,2,2,2,2,3,3,3,2,2,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,2
311,172,2,Boss,0,0,0,6,0,65,30,7,107,138,2,24,25,26,23,22,31,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,1,2,2,2,3,2,1,2,2,2,2,2
312,108,2,Boss,0,0,0,6,0,70,31,61,131,160,5,27,31,30,23,24,31,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,2,1,1,1,1,2
313,32,3,Boss,0,0,0,6,0,60,26,4,7,104,2,23,25,18,23,14,17,0,2,0,0,0,1,3,3,3,2,3,3,3,2,3,2,0,1,3,3,3,3,3,3,1,0,1
